knowledge_id,title,content,key_formulas,common_mistakes,teaching_points
K163,图形的运动（二）（平移）,平移是指物体沿着直线移动，形状、大小和方向都不变。要会画出平移后的图形，确定平移的方向和距离。,无,"1. 平移方向错误
2. 平移距离错误
3. 不会画平移后的图形","1. 通过实物演示
2. 确定平移方向和距离
3. 多做画图练习"
K164,平均数（平均数的意义和求法）,平均数是一组数据的总和除以数据的个数。平均数能反映一组数据的平均水平。例如求3、5、7的平均数，(3+5+7)÷3=5。,平均数=总和÷个数,"1. 不会求平均数
2. 总和计算错误
3. 个数数错","1. 理解平均数的含义
2. 先算总和再除以个数
3. 多做练习"
K165,数学广角——鸡兔同笼,鸡兔同笼问题可以用假设法解决。假设全是鸡，算出腿的数量，与实际腿数的差就是兔子比鸡多的腿数，每只兔子比鸡多2条腿，所以兔子的数量=腿数差÷2。,无,"1. 不会假设
2. 计算错误
3. 不理解思路","1. 用假设法
2. 分步讲解
3. 多做练习"
K166,小数乘法（小数乘整数）,小数乘整数的计算方法：先把小数看成整数，按整数乘法的方法计算，再看因数中有几位小数，就从积的右边起数出几位，点上小数点。例如0.3×4，先算3×4=12，因数有1位小数，从右边起数出1位点上小数点，结果是1.2。,无,"1. 忘记点小数点
2. 小数点位置错误
3. 整数乘法计算错误","1. 强调""先按整数算，再点小数点""
2. 标出小数位数
3. 多做练习"
K167,小数乘法（小数乘小数）,小数乘小数的计算方法：先把小数看成整数，按整数乘法的方法计算，再看两个因数中一共有几位小数，就从积的右边起数出几位，点上小数点。例如0.3×0.4，先算3×4=12，两个因数共有2位小数，从右边起数出2位点上小数点，结果是0.12。,无,"1. 忘记点小数点
2. 小数点位置错误
3. 整数乘法计算错误","1. 强调""先按整数算，再点小数点""
2. 标出小数位数
3. 多做练习"
K168,小数乘法（积的近似数）,"求积的近似数用""四舍五入""法。要看保留位数的下一位，如果小于5就舍去，如果大于或等于5就向前一位进1。例如0.34×0.56≈0.19。",四舍五入法,"1. 不知道看哪一位
2. 四舍五入错误
3. 保留位数错误","1. 强调""看保留位数的下一位""
2. 总结四舍五入规则
3. 多做练习"
K169,小数除法（除数是整数）,除数是整数的小数除法，按整数除法的方法计算，商的小数点要和被除数的小数点对齐。如果除到被除数的末尾仍有余数，就在余数后面添0继续除。例如12.5÷5=2.5。,无,"1. 商的小数点位置错误
2. 不会处理余数
3. 计算错误","1. 强调小数点对齐
2. 用竖式计算
3. 多做练习"
K170,小数除法（除数是小数）,除数是小数的小数除法，先把除数转化成整数，除数的小数点向右移动几位，被除数的小数点也向右移动几位（位数不够的补0），然后按除数是整数的除法计算。例如12.5÷0.5，把0.5变成5，12.5变成125，125÷5=25。,无,"1. 除数转化错误
2. 被除数小数点移动错误
3. 计算错误","1. 强调""商不变性质""
2. 分步转化
3. 多做练习"
K171,小数除法（商的近似数）,"求商的近似数用""四舍五入""法。要看保留位数的下一位，如果小于5就舍去，如果大于或等于5就向前一位进1。例如12.5÷3≈4.17。",四舍五入法,"1. 不知道看哪一位
2. 四舍五入错误
3. 除的位数不够","1. 强调""除到保留位数的下一位""
2. 总结四舍五入规则
3. 多做练习"
K172,小数除法（循环小数）,一个数的小数部分，从某一位起，一个数字或者几个数字依次不断重复出现，这样的小数叫做循环小数。例如1÷3=0.333……，3不断重复出现。,无,"1. 不理解循环小数
2. 不会表示循环节
3. 计算错误","1. 通过实例理解
2. 学会用省略号或循环点表示
3. 多做练习"
K173,可能性（可能性的大小）,可能性的大小与数量有关，数量越多，可能性越大；数量越少，可能性越小。例如盒子里有3个红球和1个白球，摸到红球的可能性大。,无,"1. 不会判断可能性大小
2. 混淆可能性和确定性
3. 描述错误","1. 通过实验验证
2. 强调数量与可能性的关系
3. 多做练习"
K174,简易方程（用字母表示数）,用字母可以表示数、数量关系、运算定律和计算公式。例如用字母a表示长方形的长，b表示宽，长方形周长C=2(a+b)，面积S=ab。,无,"1. 字母表示方法错误
2. 不会用字母表示数量关系
3. 书写格式错误","1. 理解字母表示数的意义
2. 规范书写格式
3. 多做练习"
K175,简易方程（方程的意义）,含有未知数的等式叫做方程。例如3x+5=14，x是未知数，这个等式是方程。方程必须同时满足两个条件：含有未知数、是等式。,无,"1. 分不清方程和等式
2. 忘记写等号
3. 不理解方程的意义","1. 明确定义
2. 对比方程和等式
3. 多做判断练习"
K176,简易方程（等式的性质）,等式的性质1：等式两边同时加上或减去同一个数，等式仍然成立。等式的性质2：等式两边同时乘或除以同一个数（0除外），等式仍然成立。,性质1: a=b→a+c=b+c; 性质2: a=b→ac=bc(c≠0),"1. 忘记""同时""
2. 除法时除以0
3. 不理解性质","1. 通过实例验证
2. 强调""同时""
3. 多做练习"
K177,简易方程（解方程）,解方程就是求方程中未知数的值。根据等式的性质，把方程变形，直到求出未知数的值。例如解方程3x+5=14，先两边同时减5，得3x=9，再两边同时除以3，得x=3。,无,"1. 不会应用等式性质
2. 步骤错误
3. 计算错误","1. 利用等式性质
2. 规范书写步骤
3. 多做练习"
K178,简易方程（列方程解决问题）,列方程解决问题的步骤：1. 找出未知数，用字母表示；2. 分析数量关系，列方程；3. 解方程；4. 检验并作答。,无,"1. 不会找等量关系
2. 方程列错
3. 解方程错误","1. 找出等量关系
2. 列出方程
3. 规范解题"
K179,多边形的面积（平行四边形的面积）,平行四边形的面积=底×高。可以把平行四边形转化成长方形来推导面积公式。长方形的长等于平行四边形的底，长方形的宽等于平行四边形的高。,S=ah,"1. 面积公式记错
2. 高的概念理解错误
3. 单位使用错误","1. 通过剪拼推导
2. 强调底和高的对应关系
3. 多做练习"
K180,多边形的面积（三角形的面积）,三角形的面积=底×高÷2。可以把两个完全相同的三角形拼成一个平行四边形来推导面积公式。平行四边形的底等于三角形的底，平行四边形的高等于三角形的高。,S=ah÷2,"1. 忘记除以2
2. 高的概念理解错误
3. 单位使用错误","1. 通过拼接推导
2. 强调""除以2""
3. 多做练习"
K181,多边形的面积（梯形的面积）,梯形的面积=（上底+下底）×高÷2。可以把两个完全相同的梯形拼成一个平行四边形来推导面积公式。平行四边形的底等于梯形的上底加下底，平行四边形的高等于梯形的高。,S=(a+b)h÷2,"1. 忘记除以2
2. 上底和下底混淆
3. 单位使用错误","1. 通过拼接推导
2. 强调""上底加下底""
3. 多做练习"
K182,多边形的面积（组合图形的面积）,组合图形的面积可以通过分割成几个基本图形，分别计算面积后相加或相减。例如一个组合图形可以分成一个长方形和一个三角形，面积就是长方形面积加三角形面积。,无,"1. 不会分割组合图形
2. 分割不合理
3. 计算错误","1. 学会分割
2. 分步计算
3. 检查结果"
K183,植树问题（两端都栽）,两端都栽的植树问题：棵数=间隔数+1。例如在一条10米长的小路旁栽树，每隔2米栽一棵，两端都栽，需要栽10÷2+1=6棵树。,棵数=间隔数+1,"1. 棵数和间隔数混淆
2. 忘记加1
3. 计算错误","1. 通过画图理解
2. 记住公式
3. 多做练习"
K184,植树问题（两端都不栽）,两端都不栽的植树问题：棵数=间隔数-1。例如在一条10米长的小路旁栽树，每隔2米栽一棵，两端都不栽，需要栽10÷2-1=4棵树。,棵数=间隔数-1,"1. 棵数和间隔数混淆
2. 忘记减1
3. 计算错误","1. 通过画图理解
2. 记住公式
3. 多做练习"
K185,植树问题（只栽一端）,只栽一端的植树问题：棵数=间隔数。例如在一条10米长的小路旁栽树，每隔2米栽一棵，只栽一端，需要栽10÷2=5棵树。,棵数=间隔数,"1. 棵数和间隔数混淆
2. 多算或少算
3. 计算错误","1. 通过画图理解
2. 记住公式
3. 多做练习"
K186,小数乘除法（小数乘整数）,小数乘整数的计算方法：先把小数看成整数，按整数乘法的方法计算，再看因数中有几位小数，就从积的右边起数出几位，点上小数点。例如0.3×4，先算3×4=12，因数有1位小数，从右边起数出1位点上小数点，结果是1.2。,无,"1. 忘记点小数点
2. 小数点位置错误
3. 整数乘法计算错误","1. 强调""先按整数算，再点小数点""
2. 标出小数位数
3. 多做练习"
K187,小数乘除法（小数乘小数）,小数乘小数的计算方法：先把小数看成整数，按整数乘法的方法计算，再看两个因数中一共有几位小数，就从积的右边起数出几位，点上小数点。例如0.3×0.4，先算3×4=12，两个因数共有2位小数，从右边起数出2位点上小数点，结果是0.12。,无,"1. 忘记点小数点
2. 小数点位置错误
3. 整数乘法计算错误","1. 强调""先按整数算，再点小数点""
2. 标出小数位数
3. 多做练习"
K188,小数乘除法（小数除以整数）,除数是整数的小数除法，按整数除法的方法计算，商的小数点要和被除数的小数点对齐。如果除到被除数的末尾仍有余数，就在余数后面添0继续除。例如12.5÷5=2.5。,无,"1. 商的小数点位置错误
2. 不会处理余数
3. 计算错误","1. 强调小数点对齐
2. 用竖式计算
3. 多做练习"
K189,小数乘除法（一个数除以小数）,除数是小数的小数除法，先把除数转化成整数，除数的小数点向右移动几位，被除数的小数点也向右移动几位（位数不够的补0），然后按除数是整数的除法计算。例如12.5÷0.5，把0.5变成5，12.5变成125，125÷5=25。,无,"1. 除数转化错误
2. 被除数小数点移动错误
3. 计算错误","1. 强调""商不变性质""
2. 分步转化
3. 多做练习"
K190,数学广角——植树问题,植树问题包括两端都栽、两端都不栽、只栽一端三种情况。解题关键是找出棵数和间隔数的关系。可以通过画图帮助理解。,两端都栽:棵数=间隔数+1; 两端都不栽:棵数=间隔数-1; 只栽一端:棵数=间隔数,"1. 分不清三种情况
2. 棵数和间隔数混淆
3. 计算错误","1. 通过画图理解
2. 分类讨论
3. 多做练习"
K191,图形的变换（平移）,平移是指物体沿着直线移动，形状、大小和方向都不变。平移由平移的方向和平移的距离决定。要会画出平移后的图形。,无,"1. 平移方向错误
2. 平移距离错误
3. 不会画平移后的图形","1. 通过实物演示
2. 确定平移方向和距离
3. 多做画图练习"
K192,图形的变换（旋转）,旋转是指物体绕着一个点或轴转动。旋转由旋转中心、旋转方向和旋转角度决定。要会画出旋转后的图形。,无,"1. 旋转中心错误
2. 旋转方向错误
3. 旋转角度错误","1. 通过实物演示
2. 确定旋转三要素
3. 多做画图练习"
K193,因数与倍数（因数和倍数的意义）,如果a×b=c（a、b、c都是不为0的整数），那么a和b是c的因数，c是a和b的倍数。因数和倍数是相互依存的，不能单独说某个数是因数或倍数。,a×b=c（a、b、c为非0整数）,"1. 不理解因数和倍数的关系
2. 分不清因数和倍数
3. 忽略""不为0的整数""","1. 通过实例理解
2. 强调相互依存
3. 多做练习"
K194,因数与倍数（2、5的倍数的特征）,个位上是0、2、4、6、8的数是2的倍数。个位上是0或5的数是5的倍数。个位上是0的数既是2的倍数，也是5的倍数。,2的倍数：个位0、2、4、6、8; 5的倍数：个位0、5,"1. 不会判断
2. 特征记错
3. 不会应用","1. 通过实例总结
2. 记住特征
3. 多做判断练习"
K195,因数与倍数（3的倍数的特征）,一个数各位上的数字之和是3的倍数，这个数就是3的倍数。例如123，1+2+3=6，6是3的倍数，所以123是3的倍数。,各位数字之和是3的倍数,"1. 不会判断
2. 把3的倍数特征记成2或5的
3. 数字和计算错误","1. 通过实例总结
2. 记住特征
3. 多做判断练习"
K196,因数与倍数（质数和合数）,一个数，如果只有1和它本身两个因数，这样的数叫做质数（也叫素数）。一个数，如果除了1和它本身还有别的因数，这样的数叫做合数。1既不是质数也不是合数。,无,"1. 分不清质数和合数
2. 1的分类错误
3. 质数合数判断错误","1. 明确定义
2. 记住1的特殊性
3. 多做判断练习"
K197,长方体和正方体（长方体和正方体的认识）,长方体有6个面、12条棱、8个顶点。相对的面完全相同，相对的棱长度相等。正方体是特殊的长方体，6个面都是正方形，12条棱长度都相等。,无,"1. 分不清长方体和正方体
2. 面、棱、顶点数错
3. 不理解正方体是特殊的长方体","1. 通过实物观察
2. 用尺子量
3. 对比长方体和正方体"
K198,长方体和正方体（长方体和正方体的表面积）,长方体表面积=（长×宽+长×高+宽×高）×2。正方体表面积=棱长×棱长×6。表面积是指物体表面的总面积。,长方体表面积=(长×宽+长×高+宽×高)×2; 正方体表面积=棱长×棱长×6,"1. 表面积公式记错
2. 单位使用错误
3. 计算错误","1. 通过展开图理解
2. 记住公式
3. 多做练习"
K199,长方体和正方体（长方体和正方体的体积）,长方体体积=长×宽×高。正方体体积=棱长×棱长×棱长。体积是指物体所占空间的大小。常用的体积单位有立方厘米、立方分米、立方米。,长方体体积=长×宽×高; 正方体体积=棱长³,"1. 体积公式记错
2. 单位使用错误
3. 计算错误","1. 通过实物理解
2. 记住公式
3. 多做练习"
K200,长方体和正方体（体积单位间的进率）,相邻两个体积单位之间的进率是1000。1立方米=1000立方分米，1立方分米=1000立方厘米。高级单位换算成低级单位乘进率，低级单位换算成高级单位除以进率。,1立方米=1000立方分米; 1立方分米=1000立方厘米,"1. 单位换算错误
2. 分不清乘除
3. 进率记错","1. 理解进率含义
2. 总结换算方法
3. 多做练习"
K201,长方体和正方体（容积和容积单位）,容器所能容纳物体的体积叫做容积。常用的容积单位有升和毫升，1升=1000毫升。1升=1立方分米，1毫升=1立方厘米。,1升=1000毫升; 1升=1立方分米; 1毫升=1立方厘米,"1. 分不清体积和容积
2. 单位换算错误
3. 不会计算容积","1. 区分体积和容积
2. 记住单位关系
3. 多做练习"
K202,分数的意义和性质（分数的意义）,"分数的意义：把单位""1""平均分成若干份，表示这样的一份或几份的数叫做分数。例如把一个蛋糕平均分成4份，取其中的3份，就是3/4。",无,"1. 不是平均分却用分数表示
2. 单位""1""理解错误
3. 不理解分数的含义","1. 通过折纸理解
2. 强调""平均分""
3. 多做练习"
K203,分数的意义和性质（分数与除法）,分数与除法的关系：被除数÷除数=被除数/除数（除数≠0）。例如把3个苹果平均分给4个小朋友，每人得到3÷4=3/4个。,a÷b=a/b（b≠0）,"1. 被除数和除数颠倒
2. 不理解分数表示具体数量
3. 除数为0","1. 通过分物理解
2. 强调除法与分数的对应关系
3. 练习用分数表示结果"
K204,分数的意义和性质（真分数和假分数）,分子比分母小的分数叫做真分数，真分数小于1。分子比分母大或分子和分母相等的分数叫做假分数，假分数大于或等于1。,真分数<1; 假分数≥1,"1. 分不清真分数和假分数
2. 假分数判断错误
3. 不理解含义","1. 明确定义
2. 对比真分数和假分数
3. 多做判断练习"
K205,分数的意义和性质（分数的基本性质）,分数的基本性质：分数的分子和分母同时乘或除以相同的数（0除外），分数的大小不变。例如1/2=2/4=3/6。,a/b=(a×n)/(b×n)=(a÷n)/(b÷n)（n≠0）,"1. 同时乘除不同的数
2. 除以0
3. 不理解性质","1. 通过实例验证
2. 强调""同时乘除相同的数""
3. 多做练习"
K206,分数的意义和性质（约分）,约分是把一个分数化成和它相等，但分子和分母都比较小的分数。约分的方法：用分子和分母的公因数（1除外）去除分子和分母，直到除到公因数只有1为止。,无,"1. 不会找公因数
2. 约分不彻底
3. 计算错误","1. 找出公因数
2. 强调""化为最简分数""
3. 多做练习"
K207,分数的意义和性质（通分）,通分是把异分母分数分别化成和原来分数相等的同分母分数。通分的方法：先找出几个分母的最小公倍数，再把各分数化成用这个最小公倍数作分母的分数。,无,"1. 不会找最小公倍数
2. 通分后分数与原分数不等
3. 计算错误","1. 找出最小公倍数
2. 强调""分数大小不变""
3. 多做练习"
K208,分数的意义和性质（分数和小数的互化）,分数化成小数：用分子除以分母。小数化成分数：一位小数化成分母是10的分数，两位小数化成分母是100的分数……然后约分。,分数→小数：分子÷分母; 小数→分数：看小数位数,"1. 分数化小数除不尽
2. 小数化分数约分不彻底
3. 互化错误","1. 掌握互化方法
2. 强调约分
3. 多做练习"
K209,分数的加减法（同分母分数加减法）,同分母分数相加减，分母不变，分子相加减。计算结果要化成最简分数。例如1/4+2/4=3/4，3/4-1/4=2/4=1/2。,a/b+c/b=(a+c)/b; a/b-c/b=(a-c)/b,"1. 分母也相加减
2. 结果不化简
3. 分子计算错误","1. 强调""分母不变，分子相加减""
2. 用图形帮助理解
3. 练习化简"
K210,分数的加减法（异分母分数加减法）,异分母分数相加减，先通分，再按照同分母分数加减法的方法计算。例如1/2+1/3=3/6+2/6=5/6。,先通分，后加减,"1. 不通分直接相加减
2. 通分错误
3. 计算错误","1. 强调先通分
2. 分步计算
3. 检查结果"
K211,分数的加减法（分数加减混合运算）,分数加减混合运算按从左到右的顺序依次计算。如果有括号，要先算括号里面的。可以运用运算定律进行简便计算。,无,"1. 运算顺序错误
2. 通分错误
3. 计算错误","1. 强调从左到右
2. 分步计算
3. 检查结果"
K212,折线统计图（单式折线统计图）,单式折线统计图是用折线来表示数据变化趋势的统计图。要会看折线统计图，读出数据，分析变化趋势。,无,"1. 读错数据
2. 不会分析变化趋势
3. 不会绘制","1. 学会看刻度
2. 分析趋势
3. 规范绘制"
K213,折线统计图（复式折线统计图）,复式折线统计图是用两条或多条折线来表示两组或多组数据的变化趋势。通过复式折线统计图，可以方便地对比不同组数据的变化。,无,"1. 读错数据
2. 不会对比分析
3. 不会绘制","1. 对比两条折线
2. 分析变化趋势
3. 规范绘制"
K214,数学广角——找次品,找次品问题可以用天平来解决。把物品分成三组，尽量平均分，然后用天平称量，通过比较找出次品。例如9个物品中有1个次品（较轻），可以分成3、3、3三组。,无,"1. 分组不合理
2. 称量次数错误
3. 不会找次品","1. 学会分组
2. 用画图帮助思考
3. 多做练习"
K215,位置（用数对确定位置）,"用数对表示位置，先写列数，再写行数，中间用逗号隔开，外面加小括号。例如第3列第4行的位置可以表示为(3,4)。","数对：(列数,行数)","1. 列和行混淆
2. 顺序错误
3. 书写格式错误","1. 强调""先列后行""
2. 规范书写格式
3. 多做练习"
K216,分数乘法（分数乘整数）,分数乘整数的计算方法：分子乘整数的积作分子，分母不变。能约分的先约分再计算。例如2/3×4=8/3。,(a/b)×c=(a×c)/b,"1. 分母也乘整数
2. 不会约分
3. 计算错误","1. 强调""分子乘整数，分母不变""
2. 先约分再计算
3. 多做练习"
K217,分数乘法（分数乘分数）,分数乘分数的计算方法：分子相乘的积作分子，分母相乘的积作分母。能约分的先约分再计算。例如2/3×4/5=8/15。,(a/b)×(c/d)=(a×c)/(b×d),"1. 分子分母交叉相乘
2. 不会约分
3. 计算错误","1. 强调""分子乘分子，分母乘分母""
2. 先约分再计算
3. 多做练习"
K218,分数乘法（分数乘法应用题）,分数乘法应用题是求一个数的几分之几是多少，用乘法计算。例如：小明有12个苹果，吃了1/3，吃了多少个？12×1/3=4个。,一个数×几分之几=部分量,"1. 不会找单位""1""
2. 乘法除法混淆
3. 计算错误","1. 找出单位""1""
2. 强调""求一个数的几分之几用乘法""
3. 多做应用题"
K219,位置与方向（根据方向和距离确定位置）,根据方向和距离确定位置，要先确定观测点，然后测量方向（角度）和距离。例如：学校在小明家北偏东30°方向，距离500米。,无,"1. 方向判断错误
2. 距离测量错误
3. 观测点混淆","1. 确定观测点
2. 测量方向和距离
3. 多做练习"
K220,分数除法（倒数的认识）,乘积是1的两个数互为倒数。例如2和1/2互为倒数，3/4和4/3互为倒数。1的倒数是1，0没有倒数。,a×(1/a)=1（a≠0）,"1. 不理解倒数的意义
2. 求倒数方法错误
3. 0的倒数判断错误","1. 明确定义
2. 学会求倒数
3. 多做练习"
K221,分数除法（分数除以整数）,分数除以整数（0除外），等于分数乘这个整数的倒数。例如2/3÷4=2/3×1/4=1/6。,(a/b)÷c=(a/b)×(1/c)（c≠0）,"1. 不会转化成乘法
2. 倒数找错
3. 计算错误","1. 强调""除以一个数等于乘这个数的倒数""
2. 先转化再计算
3. 多做练习"
K222,分数除法（一个数除以分数）,一个数除以分数，等于这个数乘分数的倒数。例如2÷3/4=2×4/3=8/3。,a÷(b/c)=a×(c/b)（b≠0）,"1. 不会转化成乘法
2. 倒数找错
3. 计算错误","1. 强调""除以一个数等于乘这个数的倒数""
2. 先转化再计算
3. 多做练习"
K223,分数除法（分数除法应用题）,分数除法应用题是已知一个数的几分之几是多少，求这个数，用除法计算。例如：小明吃了4个苹果，正好是总数的1/3，苹果总数是多少？4÷1/3=12个。,"部分量÷几分之几=单位""1""","1. 不会找单位""1""
2. 乘法除法混淆
3. 计算错误","1. 找出单位""1""
2. 强调""已知部分求整体用除法""
3. 多做应用题"
K224,比（比的意义）,"两个数相除又叫做两个数的比。例如3÷5可以写成3:5，读作""3比5""。比号前面的数叫做前项，比号后面的数叫做后项，比值是前项除以后项的商。",a:b=a÷b,"1. 不理解比的意义
2. 前项后项混淆
3. 不会求比值","1. 通过实例理解
2. 强调比与除法的关系
3. 多做练习"
K225,比（比的基本性质）,比的基本性质：比的前项和后项同时乘或除以相同的数（0除外），比值不变。例如3:5=6:10=9:15。,a:b=(a×n):(b×n)（n≠0）,"1. 同时乘除不同的数
2. 除以0
3. 不理解性质","1. 通过实例验证
2. 强调""同时乘除相同的数""
3. 多做练习"
K226,比（化简比）,化简比就是把比化成最简整数比。方法：先把比的前项和后项同时乘或除以相同的数（0除外），直到前项和后项的公因数只有1为止。例如12:18=2:3。,无,"1. 不会化简
2. 化简不彻底
3. 方法错误","1. 找出公因数
2. 强调""化为最简整数比""
3. 多做练习"
K227,比（按比分配）,按比分配是把一个数量按照一定的比分成几部分。例如把100个苹果按2:3分给小明和小红，小明分得100×2/(2+3)=40个，小红分得100×3/(2+3)=60个。,部分量=总量×对应份数/总份数,"1. 不会找总份数
2. 计算错误
3. 分配不合理","1. 找出总份数
2. 按比例计算
3. 多做练习"
K228,圆（圆的认识）,圆是平面上到定点距离等于定长的点的集合。这个定点叫做圆心，用字母O表示。定长叫做半径，用字母r表示。通过圆心并且两端都在圆上的线段叫做直径，用字母d表示。,d=2r; r=d/2,"1. 分不清半径和直径
2. 圆心概念理解错误
3. 不会画圆","1. 通过实物观察
2. 用圆规画圆
3. 理解半径直径关系"
K229,圆（圆的周长）,圆的周长=圆周率×直径，用字母表示为C=πd或C=2πr。圆周率π是一个无限不循环小数，通常取3.14。,C=πd=2πr,"1. 周长公式记错
2. 半径和直径混淆
3. π取值错误","1. 通过实验推导
2. 记住公式
3. 多做练习"
K230,圆（圆的面积）,圆的面积=圆周率×半径的平方，用字母表示为S=πr²。可以把圆转化成近似的长方形来推导面积公式。,S=πr²,"1. 面积公式记错
2. 半径和直径混淆
3. 平方计算错误","1. 通过剪拼推导
2. 记住公式
3. 多做练习"
K231,百分数（百分数的意义）,"表示一个数是另一个数的百分之几的数叫做百分数。百分数也叫做百分率或百分比。百分数通常用""%""来表示。例如50%表示一个数是另一个数的50/100。",无,"1. 不理解百分数的意义
2. 百分数和分数混淆
3. 书写格式错误","1. 通过实例理解
2. 对比百分数和分数
3. 规范书写"
K232,百分数（百分数与小数互化）,百分数化成小数：去掉百分号，小数点向左移动两位。小数化成百分数：小数点向右移动两位，加上百分号。例如50%=0.5，0.5=50%。,百分数→小数：去%，左移两位; 小数→百分数：右移两位，加%,"1. 小数点移动方向错误
2. 位数移动错误
3. 互化错误","1. 掌握互化方法
2. 多做练习
3. 检查结果"
K233,百分数（百分数与分数互化）,百分数化成分数：把百分数写成分母是100的分数，然后约分。分数化成百分数：先把分数化成小数，再化成百分数。例如50%=50/100=1/2，1/2=0.5=50%。,无,"1. 不会约分
2. 分数化小数除不尽
3. 互化错误","1. 掌握互化方法
2. 强调约分
3. 多做练习"
K234,百分数（百分数应用题）,百分数应用题包括：求一个数是另一个数的百分之几、求一个数的百分之几是多少、已知一个数的百分之几是多少求这个数。解题方法与分数应用题类似。,无,"1. 不会找单位""1""
2. 乘法除法混淆
3. 计算错误","1. 找出单位""1""
2. 对比分数应用题
3. 多做应用题"
K235,数学广角——数与形,数与形结合是一种重要的数学思想。通过图形可以帮助理解数的规律，通过数可以描述图形的特征。例如用正方形数可以表示平方数。,无,"1. 不会数形结合
2. 规律找错
3. 不会应用","1. 通过画图理解
2. 总结规律
3. 多做练习"
K236,负数（负数的意义）,"负数是表示相反意义的量。例如温度零上5℃记作+5℃，零下5℃记作-5℃。正数前面可以加""+""号，也可以不加，负数前面必须加""-""号。",无,"1. 不理解负数的意义
2. 正负号书写错误
3. 不会用负数表示","1. 通过实例理解
2. 强调相反意义
3. 多做练习"
K237,负数（正数和负数的比较）,正数大于0，负数小于0，正数大于负数。两个负数比较大小，绝对值大的反而小。例如-3<-2，因为3>2。,正数>0>负数,"1. 负数大小比较错误
2. 不理解绝对值
3. 不会比较","1. 在数轴上表示
2. 强调""绝对值大的反而小""
3. 多做练习"
K238,圆柱（圆柱的认识）,圆柱有两个完全相同的圆形底面和一个曲面侧面。圆柱的高是两个底面之间的距离，有无数条高。,无,"1. 分不清底面和侧面
2. 高的概念理解错误
3. 不会描述圆柱特征","1. 通过实物观察
2. 强调高的定义
3. 动手操作"
K239,圆柱（圆柱的表面积）,圆柱的表面积=侧面积+两个底面积。圆柱的侧面积=底面周长×高。例如底面半径是2厘米、高是5厘米的圆柱，侧面积=2×π×2×5=20π平方厘米。,圆柱表面积=侧面积+2×底面积; 侧面积=底面周长×高,"1. 表面积公式记错
2. 侧面积计算错误
3. 单位使用错误","1. 通过展开图理解
2. 记住公式
3. 多做练习"
K240,圆柱（圆柱的体积）,圆柱的体积=底面积×高。用字母表示为V=Sh。例如底面半径是2厘米、高是5厘米的圆柱，体积=π×2²×5=20π立方厘米。,V=Sh=πr²h,"1. 体积公式记错
2. 半径和直径混淆
3. 计算错误","1. 通过实验推导
2. 记住公式
3. 多做练习"
K241,圆锥（圆锥的认识）,圆锥有一个圆形底面和一个曲面侧面。圆锥的高是从顶点到底面圆心的距离，只有一条高。,无,"1. 分不清底面和侧面
2. 高的概念理解错误
3. 不会描述圆锥特征","1. 通过实物观察
2. 强调高的定义
3. 动手操作"
K242,圆锥（圆锥的体积）,圆锥的体积等于和它等底等高的圆柱体积的1/3。圆锥的体积=1/3×底面积×高。用字母表示为V=1/3Sh。,V=1/3Sh=1/3πr²h,"1. 忘记乘1/3
2. 半径和直径混淆
3. 计算错误","1. 通过实验推导
2. 强调""等底等高""
3. 多做练习"
K243,比例（比例的意义）,表示两个比相等的式子叫做比例。例如2:3=4:6，因为2/3=4/6。组成比例的四个数叫做比例的项，两端的两项叫做外项，中间的两项叫做内项。,a:b=c:d（a/b=c/d）,"1. 不理解比例的意义
2. 不会判断两个比能否组成比例
3. 项的名称混淆","1. 通过实例理解
2. 强调""两个比相等""
3. 多做练习"
K244,比例（比例的基本性质）,在比例里，两个外项的积等于两个内项的积。这叫做比例的基本性质。例如2:3=4:6，2×6=3×4=12。,外项积=内项积,"1. 不理解基本性质
2. 不会应用性质
3. 计算错误","1. 通过实例验证
2. 记住性质
3. 多做练习"
K245,比例（解比例）,解比例就是求比例中的未知项。根据比例的基本性质，把比例转化成方程，然后解方程。例如2:3=x:6，3x=2×6，x=4。,外项积=内项积,"1. 不会转化成方程
2. 解方程错误
3. 书写格式错误","1. 利用基本性质
2. 转化成方程
3. 规范书写"
K246,比例（正比例和反比例的意义）,两种相关联的量，一种量变化，另一种量也随着变化，如果这两种量中相对应的两个数的比值一定，这两种量就叫做成正比例的量。如果这两种量中相对应的两个数的积一定，这两种量就叫做成反比例的量。,正比例：y/x=k（一定）; 反比例：xy=k（一定）,"1. 分不清正比例和反比例
2. 不会判断
3. 概念理解错误","1. 明确定义
2. 对比正比例和反比例
3. 多做判断练习"
K247,比例（比例尺）,图上距离和实际距离的比叫做比例尺。比例尺=图上距离/实际距离。比例尺有数值比例尺和线段比例尺两种。,比例尺=图上距离/实际距离,"1. 比例尺公式记错
2. 单位不统一
3. 计算错误","1. 理解比例尺的含义
2. 强调单位统一
3. 多做练习"
K248,比例（图形的放大与缩小）,图形的放大与缩小是按比例进行的。放大或缩小后的图形与原图形形状相同，大小不同。放大比例大于1，缩小比例小于1。,无,"1. 不会按比例放大缩小
2. 形状发生改变
3. 比例计算错误","1. 通过画图理解
2. 强调""形状相同""
3. 多做练习"
